Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,USDA_PLANTS_Symbol,ITIS_Number,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs,Mean_AGDD,SE_AGDD,Mean_AGDD_in_F,SE_AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Mean_Accum_Prcp,SE_Accum_Prcp,Mean_Daylength,SE_Daylength
-9999,1757,Oiln,39.674839,-104.961227,1640,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,117,2454949,-9999,-9999,117,117,117,5,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',630.25,-9999,1134.45,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,156,-9999,48730,-9999
-9999,1758,University of Denver,39.673939,-104.962479,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,117,2454949,-9999,-9999,117,117,117,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',630.25,-9999,1134.45,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,156,-9999,48730,-9999
-9999,1758,University of Denver,39.673939,-104.962479,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,181,Leaves,>=50% of leaves colored (deciduous),1,2009,117,2454949,-9999,-9999,117,117,117,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',630.25,-9999,1134.45,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,156,-9999,48730,-9999
-9999,1758,University of Denver,39.673939,-104.962479,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,182,Leaves,All leaves colored (deciduous),1,2009,119,2454951,-9999,-9999,119,119,119,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',648.5,-9999,1167.3,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,159,-9999,49075,-9999
-9999,1758,University of Denver,39.673939,-104.962479,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,117,2454949,-9999,-9999,117,117,117,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',630.25,-9999,1134.45,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,156,-9999,48730,-9999
-9999,1758,University of Denver,39.673939,-104.962479,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,117,2454949,-9999,-9999,117,117,117,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',630.25,-9999,1134.45,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,156,-9999,48730,-9999
-9999,1768,school,39.676628,-104.959389,1643,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,181,Leaves,>=50% of leaves colored (deciduous),1,2009,119,2454951,-9999,-9999,119,119,119,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',648.5,-9999,1167.3,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,159,-9999,49075,-9999
-9999,1768,school,39.676628,-104.959389,1643,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,182,Leaves,All leaves colored (deciduous),1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1768,school,39.676628,-104.959389,1643,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,114,2454946,-9999,-9999,114,114,114,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',606,-9999,1090.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,131,-9999,48384,-9999
-9999,1768,school,39.676628,-104.959389,1643,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,121,2454953,-9999,-9999,121,121,121,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',672,-9999,1209.6,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,159,-9999,49421,-9999
-9999,1771,University of Denver,39.674992,-104.963493,1633,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,121,2454953,-9999,-9999,121,121,121,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',672,-9999,1209.6,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,159,-9999,49421,-9999
-9999,1771,University of Denver,39.674992,-104.963493,1633,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,181,Leaves,>=50% of leaves colored (deciduous),1,2009,135,2454967,-9999,-9999,135,135,135,22,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',859,-9999,1546.2,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,168,-9999,51149,-9999
-9999,1771,University of Denver,39.674992,-104.963493,1633,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,182,Leaves,All leaves colored (deciduous),1,2009,135,2454967,-9999,-9999,135,135,135,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',859,-9999,1546.2,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,168,-9999,51149,-9999
-9999,1771,University of Denver,39.674992,-104.963493,1633,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,113,2454945,-9999,-9999,113,113,113,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',588.75,-9999,1059.75,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,131,-9999,48038,-9999
-9999,1771,University of Denver,39.674992,-104.963493,1633,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,121,2454953,-9999,-9999,121,121,121,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',672,-9999,1209.6,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,159,-9999,49421,-9999
-9999,1776,university of denver,39.67485,-104.965225,1630,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,110,2454942,-9999,-9999,110,110,110,3,-9999,-9999,1,2009,110,2454942,-9999,-9999,110,110,110,2,-9999,-9999,0,'',-9999,'',547.25,-9999,985.05,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,131,-9999,47693,-9999
-9999,1776,university of denver,39.67485,-104.965225,1630,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,180,Leaves,>=75% of full leaf size (deciduous),1,2009,117,2454949,-9999,-9999,117,117,117,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',630.25,-9999,1134.45,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,156,-9999,48730,-9999
-9999,1776,university of denver,39.67485,-104.965225,1630,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,181,Leaves,>=50% of leaves colored (deciduous),1,2009,112,2454944,-9999,-9999,112,112,112,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',573.5,-9999,1032.3,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,131,-9999,48038,-9999
-9999,1776,university of denver,39.67485,-104.965225,1630,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,182,Leaves,All leaves colored (deciduous),1,2009,119,2454951,-9999,-9999,119,119,119,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',648.5,-9999,1167.3,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,159,-9999,49075,-9999
-9999,1776,university of denver,39.67485,-104.965225,1630,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,371,Leaves,Breaking leaf buds,1,2009,110,2454942,-9999,-9999,110,110,110,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',547.25,-9999,985.05,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,131,-9999,47693,-9999
-9999,1776,university of denver,39.67485,-104.965225,1630,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,483,Leaves,Leaves,1,2009,114,2454946,-9999,-9999,114,114,114,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',606,-9999,1090.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,131,-9999,48384,-9999
-9999,1782,Olin,39.674839,-104.961227,1640,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,131,2454963,-9999,-9999,131,131,131,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',794.75,-9999,1430.55,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,168,-9999,50458,-9999
-9999,1782,Olin,39.674839,-104.961227,1640,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2009,117,2454949,-9999,-9999,117,117,117,14,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,-9999,-9999,-9999,-9999
-9999,1785,University of Denver,39.740986,-104.985352,1605,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,121,2454953,-9999,-9999,121,121,121,4,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',697,-9999,1254.6,-9999,9.5,17.62,28.36,19.82,-6.61,2.04,12.4,2.94,35,229,230,64,164,-9999,49421,-9999
-9999,1794,Driscoll,39.67802,-104.962914,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,138,2454970,-9999,-9999,138,138,138,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',906.75,-9999,1632.15,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,171,-9999,51494,-9999
-9999,1794,Driscoll,39.67802,-104.962914,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,181,Leaves,>=50% of leaves colored (deciduous),1,2009,124,2454956,-9999,-9999,124,124,124,3,-9999,-9999,1,2009,124,2454956,-9999,-9999,124,124,124,2,-9999,-9999,0,'',-9999,'',698.5,-9999,1257.3,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,49766,-9999
-9999,1794,Driscoll,39.67802,-104.962914,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,182,Leaves,All leaves colored (deciduous),1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1794,Driscoll,39.67802,-104.962914,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,114,2454946,-9999,-9999,114,114,114,2,-9999,-9999,1,2009,124,2454956,-9999,-9999,124,124,124,2,-9999,-9999,0,'',-9999,'',606,-9999,1090.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,131,-9999,48384,-9999
-9999,1794,Driscoll,39.67802,-104.962914,1635,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,124,2454956,-9999,-9999,124,124,124,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',698.5,-9999,1257.3,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,49766,-9999
-9999,1795,Aspen group,39,-104,1858,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,180,Leaves,>=75% of full leaf size (deciduous),1,2009,131,2454963,-9999,-9999,131,131,131,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',584.75,-9999,1052.55,-9999,7.28,15.64,26.65,17.68,-8.75,-0.16,10.98,1.27,19,106,251,42,92,-9999,50458,-9999
-9999,1795,Aspen group,39,-104,1858,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,182,Leaves,All leaves colored (deciduous),1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',528.25,-9999,950.85,-9999,7.28,15.64,26.65,17.68,-8.75,-0.16,10.98,1.27,19,106,251,42,92,-9999,49766,-9999
-9999,1795,Aspen group,39,-104,1858,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,371,Leaves,Breaking leaf buds,1,2009,119,2454951,-9999,-9999,119,119,119,2,-9999,-9999,1,2009,128,2454960,-9999,-9999,128,128,128,3,-9999,-9999,0,'',-9999,'',460.25,-9999,828.45,-9999,7.28,15.64,26.65,17.68,-8.75,-0.16,10.98,1.27,19,106,251,42,86,-9999,48730,-9999
-9999,1795,Aspen group,39,-104,1858,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,483,Leaves,Leaves,1,2009,124,2454956,-9999,-9999,124,124,124,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',502.25,-9999,904.05,-9999,7.28,15.64,26.65,17.68,-8.75,-0.16,10.98,1.27,19,106,251,42,92,-9999,49421,-9999
-9999,1851,University of Denver,39.674843,-104.961266,1639,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,133,2454965,-9999,-9999,133,133,133,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',828.75,-9999,1491.75,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,168,-9999,50803,-9999
-9999,1851,University of Denver,39.674843,-104.961266,1639,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,126,2454958,-9999,-9999,126,126,126,5,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1851,University of Denver,39.674843,-104.961266,1639,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,126,2454958,-9999,-9999,126,126,126,5,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1858,University of Denver,39.755093,-104.988121,1587,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,135,2454967,-9999,-9999,135,135,135,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',895,-9999,1611,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,167,-9999,51149,-9999
-9999,1858,University of Denver,39.755093,-104.988121,1587,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',757.25,-9999,1363.05,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,161,-9999,50112,-9999
-9999,1858,University of Denver,39.755093,-104.988121,1587,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,128,2454960,-9999,-9999,128,128,128,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',792.5,-9999,1426.5,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,161,-9999,50112,-9999
-9999,1863,University of Denver,39.677963,-104.962868,1636,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,180,Leaves,>=75% of full leaf size (deciduous),1,2009,131,2454963,-9999,-9999,131,131,131,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',794.75,-9999,1430.55,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,168,-9999,50458,-9999
-9999,1863,University of Denver,39.677963,-104.962868,1636,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,181,Leaves,>=50% of leaves colored (deciduous),1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1863,University of Denver,39.677963,-104.962868,1636,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,182,Leaves,All leaves colored (deciduous),1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1863,University of Denver,39.677963,-104.962868,1636,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,371,Leaves,Breaking leaf buds,1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1863,University of Denver,39.677963,-104.962868,1636,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,483,Leaves,Leaves,1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',726,-9999,1306.8,-9999,9.38,17.41,28.08,19.65,-6.81,1.77,12.18,2.79,37,211,193,73,160,-9999,50112,-9999
-9999,1865,University of Denver campus,39.755093,-104.988121,1587,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,180,Leaves,>=75% of full leaf size (deciduous),1,2009,131,2454963,-9999,-9999,131,131,131,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',829,-9999,1492.2,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,167,-9999,50458,-9999
-9999,1865,University of Denver campus,39.755093,-104.988121,1587,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,371,Leaves,Breaking leaf buds,1,2009,117,2454949,-9999,-9999,117,117,117,3,-9999,-9999,1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,'',-9999,'',661.25,-9999,1190.25,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,160,-9999,48730,-9999
-9999,1865,University of Denver campus,39.755093,-104.988121,1587,CO,70,Cornus,sericea,redosier dogwood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",COSE16,501637,483,Leaves,Leaves,1,2009,119,2454951,-9999,-9999,119,119,119,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',678.5,-9999,1221.3,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,160,-9999,49075,-9999
-9999,1865,University of Denver campus,39.755093,-104.988121,1587,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,180,Leaves,>=75% of full leaf size (deciduous),1,2009,131,2454963,-9999,-9999,131,131,131,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',829,-9999,1492.2,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,167,-9999,50458,-9999
-9999,1865,University of Denver campus,39.755093,-104.988121,1587,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,371,Leaves,Breaking leaf buds,1,2009,114,2454946,-9999,-9999,114,114,114,2,-9999,-9999,1,2009,126,2454958,-9999,-9999,126,126,126,2,-9999,-9999,0,'',-9999,'',636,-9999,1144.8,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,137,-9999,48384,-9999
-9999,1865,University of Denver campus,39.755093,-104.988121,1587,CO,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",TIAM,21536,483,Leaves,Leaves,1,2009,121,2454953,-9999,-9999,121,121,121,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',702.75,-9999,1264.95,-9999,9.55,17.67,28.44,19.91,-6.6,2.11,12.45,3.01,36,219,219,61,160,-9999,49421,-9999
